docid,docno,title,rank,query,qid,model
32789,141114,Sharpe's Challenge (2006),9,Action-packed jungle adventure with dangerous creatures.,14,pipeline_2
29461,133632,The Lion Hunters (1951),10,Action-packed jungle adventure with dangerous creatures.,14,pipeline_2
76840,254460,Jungle Cruise (2021),1,Action-packed jungle adventure with dangerous creatures.,14,pipeline_3
14945,79185,Knight and Day (2010),2,Action-packed jungle adventure with dangerous creatures.,14,pipeline_3
71813,231413,Demon Slayer the Movie: Mugen Train (2020),3,Action-packed jungle adventure with dangerous creatures.,14,pipeline_3
81199,272417,RRR (2022),4,Action-packed jungle adventure with dangerous creatures.,14,pipeline_3
10973,47200,Crank (2006),5,Action-packed jungle adventure with dangerous creatures.,14,pipeline_3
429,434,Cliffhanger (1993),6,Action-packed jungle adventure with dangerous creatures.,14,pipeline_3
41350,160563,The Legend of Tarzan (2016),7,Action-packed jungle adventure with dangerous creatures.,14,pipeline_3
55015,189201,The Black Rider: Revelation Road (2014),8,Action-packed jungle adventure with dangerous creatures.,14,pipeline_3
86320,288265,Mission: Impossible - Dead Reckoning Part One (2023),9,Action-packed jungle adventure with dangerous creatures.,14,pipeline_3
75533,248540,Russian Raid (2020),10,Action-packed jungle adventure with dangerous creatures.,14,pipeline_3
81199,272417,RRR (2022),1,Action-packed jungle adventure with dangerous creatures.,14,pipeline_4
14945,79185,Knight and Day (2010),2,Action-packed jungle adventure with dangerous creatures.,14,pipeline_4
76840,254460,Jungle Cruise (2021),3,Action-packed jungle adventure with dangerous creatures.,14,pipeline_4
49090,176771,Surviving Evil (2009),4,Action-packed jungle adventure with dangerous creatures.,14,pipeline_4
61535,203224,Dora and the Lost City of Gold (2019),5,Action-packed jungle adventure with dangerous creatures.,14,pipeline_4
73100,237215,The Ruby Princess Runs Away (2001),6,Action-packed jungle adventure with dangerous creatures.,14,pipeline_4
29220,133117,Canopy (2013),7,Action-packed jungle adventure with dangerous creatures.,14,pipeline_4
75533,248540,Russian Raid (2020),8,Action-packed jungle adventure with dangerous creatures.,14,pipeline_4
64120,209227,Mojin: The Worm Valley (2018),9,Action-packed jungle adventure with dangerous creatures.,14,pipeline_4
86320,288265,Mission: Impossible - Dead Reckoning Part One (2023),10,Action-packed jungle adventure with dangerous creatures.,14,pipeline_4
14945,79185,Knight and Day (2010),1,Action-packed jungle adventure with dangerous creatures.,14,pipeline_5
76840,254460,Jungle Cruise (2021),2,Action-packed jungle adventure with dangerous creatures.,14,pipeline_5
10973,47200,Crank (2006),3,Action-packed jungle adventure with dangerous creatures.,14,pipeline_5
429,434,Cliffhanger (1993),4,Action-packed jungle adventure with dangerous creatures.,14,pipeline_5
49090,176771,Surviving Evil (2009),5,Action-packed jungle adventure with dangerous creatures.,14,pipeline_5
41350,160563,The Legend of Tarzan (2016),6,Action-packed jungle adventure with dangerous creatures.,14,pipeline_5
73100,237215,The Ruby Princess Runs Away (2001),7,Action-packed jungle adventure with dangerous creatures.,14,pipeline_5
71813,231413,Demon Slayer the Movie: Mugen Train (2020),8,Action-packed jungle adventure with dangerous creatures.,14,pipeline_5
64120,209227,Mojin: The Worm Valley (2018),9,Action-packed jungle adventure with dangerous creatures.,14,pipeline_5
86320,288265,Mission: Impossible - Dead Reckoning Part One (2023),10,Action-packed jungle adventure with dangerous creatures.,14,pipeline_5
81199,272417,RRR (2022),1,Action-packed jungle adventure with dangerous creatures.,14,pipeline_6
14945,79185,Knight and Day (2010),2,Action-packed jungle adventure with dangerous creatures.,14,pipeline_6
76840,254460,Jungle Cruise (2021),3,Action-packed jungle adventure with dangerous creatures.,14,pipeline_6
10973,47200,Crank (2006),4,Action-packed jungle adventure with dangerous creatures.,14,pipeline_6
429,434,Cliffhanger (1993),5,Action-packed jungle adventure with dangerous creatures.,14,pipeline_6
41350,160563,The Legend of Tarzan (2016),6,Action-packed jungle adventure with dangerous creatures.,14,pipeline_6
73100,237215,The Ruby Princess Runs Away (2001),7,Action-packed jungle adventure with dangerous creatures.,14,pipeline_6
71813,231413,Demon Slayer the Movie: Mugen Train (2020),8,Action-packed jungle adventure with dangerous creatures.,14,pipeline_6
30811,136676,Extinction (2014),9,Action-packed jungle adventure with dangerous creatures.,14,pipeline_6
75533,248540,Russian Raid (2020),10,Action-packed jungle adventure with dangerous creatures.,14,pipeline_6
932,953,It's a Wonderful Life (1946),1,Heartwarming Christmas movies with family themes.,15,pipeline_0
6812,6936,Elf (2003),2,Heartwarming Christmas movies with family themes.,15,pipeline_0
2712,2804,"Christmas Story, A (1983)",3,Heartwarming Christmas movies with family themes.,15,pipeline_0
578,586,Home Alone (1990),4,Heartwarming Christmas movies with family themes.,15,pipeline_0
313,317,"Santa Clause, The (1994)",5,Heartwarming Christmas movies with family themes.,15,pipeline_0
6259,6377,Finding Nemo (2003),6,Heartwarming Christmas movies with family themes.,15,pipeline_0
61176,202439,Parasite (2019),7,Heartwarming Christmas movies with family themes.,15,pipeline_0
10898,46578,Little Miss Sunshine (2006),8,Heartwarming Christmas movies with family themes.,15,pipeline_0
49566,177765,Coco (2017),9,Heartwarming Christmas movies with family themes.,15,pipeline_0
2332,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),10,Heartwarming Christmas movies with family themes.,15,pipeline_0
932,953,It's a Wonderful Life (1946),1,Heartwarming Christmas movies with family themes.,15,pipeline_1
6812,6936,Elf (2003),2,Heartwarming Christmas movies with family themes.,15,pipeline_1
313,317,"Santa Clause, The (1994)",3,Heartwarming Christmas movies with family themes.,15,pipeline_1
2309,2400,Prancer (1989),4,Heartwarming Christmas movies with family themes.,15,pipeline_1
94,96,In the Bleak Midwinter (1995),5,Heartwarming Christmas movies with family themes.,15,pipeline_1
64020,208939,Klaus (2019),6,Heartwarming Christmas movies with family themes.,15,pipeline_1
58605,196903,Angela's Christmas (2018),7,Heartwarming Christmas movies with family themes.,15,pipeline_1
2712,2804,"Christmas Story, A (1983)",8,Heartwarming Christmas movies with family themes.,15,pipeline_1
14052,72741,Everybody's Fine (2009),9,Heartwarming Christmas movies with family themes.,15,pipeline_1
84334,281788,Christmas at the Ranch (2021),10,Heartwarming Christmas movies with family themes.,15,pipeline_1
313,317,"Santa Clause, The (1994)",1,Heartwarming Christmas movies with family themes.,15,pipeline_2
5693,5804,"Santa Clause 2, The (2002)",2,Heartwarming Christmas movies with family themes.,15,pipeline_2
6812,6936,Elf (2003),3,Heartwarming Christmas movies with family themes.,15,pipeline_2
932,953,It's a Wonderful Life (1946),4,Heartwarming Christmas movies with family themes.,15,pipeline_2
2712,2804,"Christmas Story, A (1983)",5,Heartwarming Christmas movies with family themes.,15,pipeline_2
578,586,Home Alone (1990),6,Heartwarming Christmas movies with family themes.,15,pipeline_2
2332,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),7,Heartwarming Christmas movies with family themes.,15,pipeline_2
274,277,Miracle on 34th Street (1994),8,Heartwarming Christmas movies with family themes.,15,pipeline_2
64020,208939,Klaus (2019),9,Heartwarming Christmas movies with family themes.,15,pipeline_2
23412,117887,Paddington (2014),10,Heartwarming Christmas movies with family themes.,15,pipeline_2
313,317,"Santa Clause, The (1994)",1,Heartwarming Christmas movies with family themes.,15,pipeline_3
932,953,It's a Wonderful Life (1946),2,Heartwarming Christmas movies with family themes.,15,pipeline_3
2332,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),3,Heartwarming Christmas movies with family themes.,15,pipeline_3
6812,6936,Elf (2003),4,Heartwarming Christmas movies with family themes.,15,pipeline_3
23412,117887,Paddington (2014),5,Heartwarming Christmas movies with family themes.,15,pipeline_3
2712,2804,"Christmas Story, A (1983)",6,Heartwarming Christmas movies with family themes.,15,pipeline_3
17446,91414,Arthur Christmas (2011),7,Heartwarming Christmas movies with family themes.,15,pipeline_3
578,586,Home Alone (1990),8,Heartwarming Christmas movies with family themes.,15,pipeline_3
5693,5804,"Santa Clause 2, The (2002)",9,Heartwarming Christmas movies with family themes.,15,pipeline_3
2307,2398,Miracle on 34th Street (1947),10,Heartwarming Christmas movies with family themes.,15,pipeline_3
932,953,It's a Wonderful Life (1946),1,Heartwarming Christmas movies with family themes.,15,pipeline_4
6812,6936,Elf (2003),2,Heartwarming Christmas movies with family themes.,15,pipeline_4
2712,2804,"Christmas Story, A (1983)",3,Heartwarming Christmas movies with family themes.,15,pipeline_4
313,317,"Santa Clause, The (1994)",4,Heartwarming Christmas movies with family themes.,15,pipeline_4
64020,208939,Klaus (2019),5,Heartwarming Christmas movies with family themes.,15,pipeline_4
10455,41573,"Family Stone, The (2005)",6,Heartwarming Christmas movies with family themes.,15,pipeline_4
63969,208813,Noelle (2019),7,Heartwarming Christmas movies with family themes.,15,pipeline_4
58094,195823,The Christmas Chronicles (2018),8,Heartwarming Christmas movies with family themes.,15,pipeline_4
51108,181075,The Man Who Invented Christmas (2017),9,Heartwarming Christmas movies with family themes.,15,pipeline_4
14052,72741,Everybody's Fine (2009),10,Heartwarming Christmas movies with family themes.,15,pipeline_4
932,953,It's a Wonderful Life (1946),1,Heartwarming Christmas movies with family themes.,15,pipeline_5
6812,6936,Elf (2003),2,Heartwarming Christmas movies with family themes.,15,pipeline_5
2712,2804,"Christmas Story, A (1983)",3,Heartwarming Christmas movies with family themes.,15,pipeline_5
578,586,Home Alone (1990),4,Heartwarming Christmas movies with family themes.,15,pipeline_5
313,317,"Santa Clause, The (1994)",5,Heartwarming Christmas movies with family themes.,15,pipeline_5
2332,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),6,Heartwarming Christmas movies with family themes.,15,pipeline_5
23412,117887,Paddington (2014),7,Heartwarming Christmas movies with family themes.,15,pipeline_5
64020,208939,Klaus (2019),8,Heartwarming Christmas movies with family themes.,15,pipeline_5
897,918,Meet Me in St. Louis (1944),9,Heartwarming Christmas movies with family themes.,15,pipeline_5
63969,208813,Noelle (2019),10,Heartwarming Christmas movies with family themes.,15,pipeline_5
932,953,It's a Wonderful Life (1946),1,Heartwarming Christmas movies with family themes.,15,pipeline_6
6812,6936,Elf (2003),2,Heartwarming Christmas movies with family themes.,15,pipeline_6
2712,2804,"Christmas Story, A (1983)",3,Heartwarming Christmas movies with family themes.,15,pipeline_6
578,586,Home Alone (1990),4,Heartwarming Christmas movies with family themes.,15,pipeline_6
313,317,"Santa Clause, The (1994)",5,Heartwarming Christmas movies with family themes.,15,pipeline_6
2332,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),6,Heartwarming Christmas movies with family themes.,15,pipeline_6
23412,117887,Paddington (2014),7,Heartwarming Christmas movies with family themes.,15,pipeline_6
64020,208939,Klaus (2019),8,Heartwarming Christmas movies with family themes.,15,pipeline_6
10455,41573,"Family Stone, The (2005)",9,Heartwarming Christmas movies with family themes.,15,pipeline_6
7896,8607,Tokyo Godfathers (2003),10,Heartwarming Christmas movies with family themes.,15,pipeline_6
17233,90439,Margin Call (2011),1,Crime thriller set in a bustling city market.,16,pipeline_0
62370,205054,Hustlers (2019),2,Crime thriller set in a bustling city market.,16,pipeline_0
20335,105217,Adventures in Zambezia (2012),3,Crime thriller set in a bustling city market.,16,pipeline_0
1180,1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",4,Crime thriller set in a bustling city market.,16,pipeline_0
3904,4007,Wall Street (1987),5,Crime thriller set in a bustling city market.,16,pipeline_0
36955,150708,The Dollmaker (1984),6,Crime thriller set in a bustling city market.,16,pipeline_0
3205,3298,Boiler Room (2000),7,Crime thriller set in a bustling city market.,16,pipeline_0
27733,129749,The Connection (2014),8,Crime thriller set in a bustling city market.,16,pipeline_0
62445,205271,Black Mother (2018),9,Crime thriller set in a bustling city market.,16,pipeline_0
41764,161432,The Terror of the Tongs (1961),10,Crime thriller set in a bustling city market.,16,pipeline_0
20335,105217,Adventures in Zambezia (2012),1,Crime thriller set in a bustling city market.,16,pipeline_1
27733,129749,The Connection (2014),2,Crime thriller set in a bustling city market.,16,pipeline_1
36955,150708,The Dollmaker (1984),3,Crime thriller set in a bustling city market.,16,pipeline_1
17233,90439,Margin Call (2011),4,Crime thriller set in a bustling city market.,16,pipeline_1
39841,157200,Money Monster (2016),5,Crime thriller set in a bustling city market.,16,pipeline_1
20894,107919,Trader Games (Krach) (2010),6,Crime thriller set in a bustling city market.,16,pipeline_1
77577,258203,PAW Patrol: The Movie (2021),7,Crime thriller set in a bustling city market.,16,pipeline_1
77220,256411,City of Gold (1957),8,Crime thriller set in a bustling city market.,16,pipeline_1
25541,123828,Noose (1948),9,Crime thriller set in a bustling city market.,16,pipeline_1
39710,156915,Rio 100 Degrees (1955),10,Crime thriller set in a bustling city market.,16,pipeline_1
17233,90439,Margin Call (2011),1,Crime thriller set in a bustling city market.,16,pipeline_2
39841,157200,Money Monster (2016),2,Crime thriller set in a bustling city market.,16,pipeline_2
20894,107919,Trader Games (Krach) (2010),3,Crime thriller set in a bustling city market.,16,pipeline_2
14467,76056,New York (2009),4,Crime thriller set in a bustling city market.,16,pipeline_2
55485,190211,Fast Convoy (2016),5,Crime thriller set in a bustling city market.,16,pipeline_2
41764,161432,The Terror of the Tongs (1961),6,Crime thriller set in a bustling city market.,16,pipeline_2
77577,258203,PAW Patrol: The Movie (2021),7,Crime thriller set in a bustling city market.,16,pipeline_2
80113,268414,Bob Dylan: Busy Being Born,8,Crime thriller set in a bustling city market.,16,pipeline_2
66664,215305,The Road to Mandalay (2016),9,Crime thriller set in a bustling city market.,16,pipeline_2
27733,129749,The Connection (2014),10,Crime thriller set in a bustling city market.,16,pipeline_2
17233,90439,Margin Call (2011),1,Crime thriller set in a bustling city market.,16,pipeline_3
14684,77893,Merantau (2009),2,Crime thriller set in a bustling city market.,16,pipeline_3
27733,129749,The Connection (2014),3,Crime thriller set in a bustling city market.,16,pipeline_3
39841,157200,Money Monster (2016),4,Crime thriller set in a bustling city market.,16,pipeline_3
55485,190211,Fast Convoy (2016),5,Crime thriller set in a bustling city market.,16,pipeline_3
36955,150708,The Dollmaker (1984),6,Crime thriller set in a bustling city market.,16,pipeline_3
77577,258203,PAW Patrol: The Movie (2021),7,Crime thriller set in a bustling city market.,16,pipeline_3
30422,135797,Shootout at Lokhandwala (2007),8,Crime thriller set in a bustling city market.,16,pipeline_3
39710,156915,Rio 100 Degrees (1955),9,Crime thriller set in a bustling city market.,16,pipeline_3
62445,205271,Black Mother (2018),10,Crime thriller set in a bustling city market.,16,pipeline_3
20335,105217,Adventures in Zambezia (2012),1,Crime thriller set in a bustling city market.,16,pipeline_4
36955,150708,The Dollmaker (1984),2,Crime thriller set in a bustling city market.,16,pipeline_4
27733,129749,The Connection (2014),3,Crime thriller set in a bustling city market.,16,pipeline_4
62445,205271,Black Mother (2018),4,Crime thriller set in a bustling city market.,16,pipeline_4
77220,256411,City of Gold (1957),5,Crime thriller set in a bustling city market.,16,pipeline_4
39710,156915,Rio 100 Degrees (1955),6,Crime thriller set in a bustling city market.,16,pipeline_4
77577,258203,PAW Patrol: The Movie (2021),7,Crime thriller set in a bustling city market.,16,pipeline_4
42571,163142,The Rooftop (2013),8,Crime thriller set in a bustling city market.,16,pipeline_4
24522,121586,Paradise (2013),9,Crime thriller set in a bustling city market.,16,pipeline_4
36840,150375,"Fuse, Memoirs of the Hunter Girl (2012)",10,Crime thriller set in a bustling city market.,16,pipeline_4
17233,90439,Margin Call (2011),1,Crime thriller set in a bustling city market.,16,pipeline_5
27733,129749,The Connection (2014),2,Crime thriller set in a bustling city market.,16,pipeline_5
41764,161432,The Terror of the Tongs (1961),3,Crime thriller set in a bustling city market.,16,pipeline_5
77220,256411,City of Gold (1957),4,Crime thriller set in a bustling city market.,16,pipeline_5
39710,156915,Rio 100 Degrees (1955),5,Crime thriller set in a bustling city market.,16,pipeline_5
77577,258203,PAW Patrol: The Movie (2021),6,Crime thriller set in a bustling city market.,16,pipeline_5
30422,135797,Shootout at Lokhandwala (2007),7,Crime thriller set in a bustling city market.,16,pipeline_5
46450,171311,The Loner (2016),8,Crime thriller set in a bustling city market.,16,pipeline_5
50727,180243,Rejection (2009),9,Crime thriller set in a bustling city market.,16,pipeline_5
80113,268414,Bob Dylan: Busy Being Born,10,Crime thriller set in a bustling city market.,16,pipeline_5
17233,90439,Margin Call (2011),1,Crime thriller set in a bustling city market.,16,pipeline_6
36955,150708,The Dollmaker (1984),2,Crime thriller set in a bustling city market.,16,pipeline_6
27733,129749,The Connection (2014),3,Crime thriller set in a bustling city market.,16,pipeline_6
62445,205271,Black Mother (2018),4,Crime thriller set in a bustling city market.,16,pipeline_6
39710,156915,Rio 100 Degrees (1955),5,Crime thriller set in a bustling city market.,16,pipeline_6
77577,258203,PAW Patrol: The Movie (2021),6,Crime thriller set in a bustling city market.,16,pipeline_6
24522,121586,Paradise (2013),7,Crime thriller set in a bustling city market.,16,pipeline_6
14684,77893,Merantau (2009),8,Crime thriller set in a bustling city market.,16,pipeline_6
56371,192209,Flavors of Youth (2018),9,Crime thriller set in a bustling city market.,16,pipeline_6
22320,114282,"Last Season, The (2014)",10,Crime thriller set in a bustling city market.,16,pipeline_6
11730,54259,Stardust (2007),1,Fantasy quest with friends and magical encounters.,17,pipeline_0
2071,2161,"NeverEnding Story, The (1984)",2,Fantasy quest with friends and magical encounters.,17,pipeline_0
1878,1967,Labyrinth (1986),3,Fantasy quest with friends and magical encounters.,17,pipeline_0
30133,135143,Fantastic Beasts and Where to Find Them (2016),4,Fantasy quest with friends and magical encounters.,17,pipeline_0
11119,48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",5,Fantasy quest with friends and magical encounters.,17,pipeline_0
2050,2140,"Dark Crystal, The (1982)",6,Fantasy quest with friends and magical encounters.,17,pipeline_0
56742,192997,Border (2018),7,Fantasy quest with friends and magical encounters.,17,pipeline_0
7029,7153,"Lord of the Rings: The Return of the King, The (2003)",8,Fantasy quest with friends and magical encounters.,17,pipeline_0
16444,86882,Midnight in Paris (2011),9,Fantasy quest with friends and magical encounters.,17,pipeline_0
42296,162578,Kubo and the Two Strings (2016),10,Fantasy quest with friends and magical encounters.,17,pipeline_0
33567,142843,Little Witch Academia (2013),1,Fantasy quest with friends and magical encounters.,17,pipeline_1
21122,109104,Quest for a Heart (Röllin sydän) (2007),2,Fantasy quest with friends and magical encounters.,17,pipeline_1
46342,171089,Wizards of the Lost Kingdom (1985),3,Fantasy quest with friends and magical encounters.,17,pipeline_1
44568,167356,The Legend of Hillbilly John (1974),4,Fantasy quest with friends and magical encounters.,17,pipeline_1
64864,211137,Ni No Kuni (2019),5,Fantasy quest with friends and magical encounters.,17,pipeline_1
58861,197463,The Blue Bird (1976),6,Fantasy quest with friends and magical encounters.,17,pipeline_1
79234,265156,A Boy Called Christmas (2021),7,Fantasy quest with friends and magical encounters.,17,pipeline_1
6793,6916,"Magic Sword, The (1962)",8,Fantasy quest with friends and magical encounters.,17,pipeline_1
27657,129484,Arabian Adventure (1979),9,Fantasy quest with friends and magical encounters.,17,pipeline_1
59763,199358,Heavenly Sword (2014),10,Fantasy quest with friends and magical encounters.,17,pipeline_1
30133,135143,Fantastic Beasts and Where to Find Them (2016),1,Fantasy quest with friends and magical encounters.,17,pipeline_2
2071,2161,"NeverEnding Story, The (1984)",2,Fantasy quest with friends and magical encounters.,17,pipeline_2
58861,197463,The Blue Bird (1976),3,Fantasy quest with friends and magical encounters.,17,pipeline_2
27657,129484,Arabian Adventure (1979),4,Fantasy quest with friends and magical encounters.,17,pipeline_2
59763,199358,Heavenly Sword (2014),5,Fantasy quest with friends and magical encounters.,17,pipeline_2
79234,265156,A Boy Called Christmas (2021),6,Fantasy quest with friends and magical encounters.,17,pipeline_2
72716,235361,The King's Daughter (2020),7,Fantasy quest with friends and magical encounters.,17,pipeline_2
48673,175927,Friend of the Jolly Devil (1987),8,Fantasy quest with friends and magical encounters.,17,pipeline_2
85878,286801,Peter Pan & Wendy (2023),9,Fantasy quest with friends and magical encounters.,17,pipeline_2
1944,2033,"Black Cauldron, The (1985)",10,Fantasy quest with friends and magical encounters.,17,pipeline_2
30133,135143,Fantastic Beasts and Where to Find Them (2016),1,Fantasy quest with friends and magical encounters.,17,pipeline_3
85878,286801,Peter Pan & Wendy (2023),2,Fantasy quest with friends and magical encounters.,17,pipeline_3
58861,197463,The Blue Bird (1976),3,Fantasy quest with friends and magical encounters.,17,pipeline_3
27657,129484,Arabian Adventure (1979),4,Fantasy quest with friends and magical encounters.,17,pipeline_3
79234,265156,A Boy Called Christmas (2021),5,Fantasy quest with friends and magical encounters.,17,pipeline_3
48673,175927,Friend of the Jolly Devil (1987),6,Fantasy quest with friends and magical encounters.,17,pipeline_3
2071,2161,"NeverEnding Story, The (1984)",7,Fantasy quest with friends and magical encounters.,17,pipeline_3
1944,2033,"Black Cauldron, The (1985)",8,Fantasy quest with friends and magical encounters.,17,pipeline_3
2003,2093,Return to Oz (1985),9,Fantasy quest with friends and magical encounters.,17,pipeline_3
6793,6916,"Magic Sword, The (1962)",10,Fantasy quest with friends and magical encounters.,17,pipeline_3
1944,2033,"Black Cauldron, The (1985)",1,Fantasy quest with friends and magical encounters.,17,pipeline_4
6793,6916,"Magic Sword, The (1962)",2,Fantasy quest with friends and magical encounters.,17,pipeline_4
2003,2093,Return to Oz (1985),3,Fantasy quest with friends and magical encounters.,17,pipeline_4
33567,142843,Little Witch Academia (2013),4,Fantasy quest with friends and magical encounters.,17,pipeline_4
21122,109104,Quest for a Heart (Röllin sydän) (2007),5,Fantasy quest with friends and magical encounters.,17,pipeline_4
33390,142450,Puella Magi Madoka Magica the Movie Part III: Rebellion (2013),6,Fantasy quest with friends and magical encounters.,17,pipeline_4
44568,167356,The Legend of Hillbilly John (1974),7,Fantasy quest with friends and magical encounters.,17,pipeline_4
46342,171089,Wizards of the Lost Kingdom (1985),8,Fantasy quest with friends and magical encounters.,17,pipeline_4
33391,142452,Puella Magi Madoka Magica the Movie Part II: Eternal (2012),9,Fantasy quest with friends and magical encounters.,17,pipeline_4
72716,235361,The King's Daughter (2020),10,Fantasy quest with friends and magical encounters.,17,pipeline_4
2071,2161,"NeverEnding Story, The (1984)",1,Fantasy quest with friends and magical encounters.,17,pipeline_5
30133,135143,Fantastic Beasts and Where to Find Them (2016),2,Fantasy quest with friends and magical encounters.,17,pipeline_5
1944,2033,"Black Cauldron, The (1985)",3,Fantasy quest with friends and magical encounters.,17,pipeline_5
6793,6916,"Magic Sword, The (1962)",4,Fantasy quest with friends and magical encounters.,17,pipeline_5
44568,167356,The Legend of Hillbilly John (1974),5,Fantasy quest with friends and magical encounters.,17,pipeline_5
48673,175927,Friend of the Jolly Devil (1987),6,Fantasy quest with friends and magical encounters.,17,pipeline_5
32630,140769,Puella Magi Madoka Magica the Movie Part I: Beginnings (2012),7,Fantasy quest with friends and magical encounters.,17,pipeline_5
85878,286801,Peter Pan & Wendy (2023),8,Fantasy quest with friends and magical encounters.,17,pipeline_5
72716,235361,The King's Daughter (2020),9,Fantasy quest with friends and magical encounters.,17,pipeline_5
58861,197463,The Blue Bird (1976),10,Fantasy quest with friends and magical encounters.,17,pipeline_5
2071,2161,"NeverEnding Story, The (1984)",1,Fantasy quest with friends and magical encounters.,17,pipeline_6
30133,135143,Fantastic Beasts and Where to Find Them (2016),2,Fantasy quest with friends and magical encounters.,17,pipeline_6
56742,192997,Border (2018),3,Fantasy quest with friends and magical encounters.,17,pipeline_6
1944,2033,"Black Cauldron, The (1985)",4,Fantasy quest with friends and magical encounters.,17,pipeline_6
6793,6916,"Magic Sword, The (1962)",5,Fantasy quest with friends and magical encounters.,17,pipeline_6
2003,2093,Return to Oz (1985),6,Fantasy quest with friends and magical encounters.,17,pipeline_6
33567,142843,Little Witch Academia (2013),7,Fantasy quest with friends and magical encounters.,17,pipeline_6
48673,175927,Friend of the Jolly Devil (1987),8,Fantasy quest with friends and magical encounters.,17,pipeline_6
46342,171089,Wizards of the Lost Kingdom (1985),9,Fantasy quest with friends and magical encounters.,17,pipeline_6
85878,286801,Peter Pan & Wendy (2023),10,Fantasy quest with friends and magical encounters.,17,pipeline_6
14379,74685,"Crazies, The (2010)",1,Survival movie with a protagonist facing natural disasters.,18,pipeline_0
49165,176935,Geostorm (2017),2,Survival movie with a protagonist facing natural disasters.,18,pipeline_0
34301,144482,Circle (2015),3,Survival movie with a protagonist facing natural disasters.,18,pipeline_0
16299,86279,Into Eternity (2010),4,Survival movie with a protagonist facing natural disasters.,18,pipeline_0
37777,152595,The Life of Guskou Budori (2012),5,Survival movie with a protagonist facing natural disasters.,18,pipeline_0
7737,8361,"Day After Tomorrow, The (2004)",6,Survival movie with a protagonist facing natural disasters.,18,pipeline_0
32266,139974,Cari fottutissimi amici (1994),7,Survival movie with a protagonist facing natural disasters.,18,pipeline_0
50731,180251,Geo-Disaster (2017),8,Survival movie with a protagonist facing natural disasters.,18,pipeline_0
29075,132796,San Andreas (2015),9,Survival movie with a protagonist facing natural disasters.,18,pipeline_0
47251,172937,Oceans Rising (2017),10,Survival movie with a protagonist facing natural disasters.,18,pipeline_0
50731,180251,Geo-Disaster (2017),1,Survival movie with a protagonist facing natural disasters.,18,pipeline_1
37777,152595,The Life of Guskou Budori (2012),2,Survival movie with a protagonist facing natural disasters.,18,pipeline_1
72431,234171,Firelight (2012),3,Survival movie with a protagonist facing natural disasters.,18,pipeline_1
34301,144482,Circle (2015),4,Survival movie with a protagonist facing natural disasters.,18,pipeline_1
29075,132796,San Andreas (2015),5,Survival movie with a protagonist facing natural disasters.,18,pipeline_1
28784,132161,Mine (2009),6,Survival movie with a protagonist facing natural disasters.,18,pipeline_1
1398,1438,Dante's Peak (1997),7,Survival movie with a protagonist facing natural disasters.,18,pipeline_1
58191,196021,The Quake (2018),8,Survival movie with a protagonist facing natural disasters.,18,pipeline_1
34815,145616,The Giants of Thessaly (1960),9,Survival movie with a protagonist facing natural disasters.,18,pipeline_1
40438,158528,The Shallows (2016),10,Survival movie with a protagonist facing natural disasters.,18,pipeline_1
49165,176935,Geostorm (2017),1,Survival movie with a protagonist facing natural disasters.,18,pipeline_2
10804,45442,Poseidon (2006),2,Survival movie with a protagonist facing natural disasters.,18,pipeline_2
1398,1438,Dante's Peak (1997),3,Survival movie with a protagonist facing natural disasters.,18,pipeline_2
14379,74685,"Crazies, The (2010)",4,Survival movie with a protagonist facing natural disasters.,18,pipeline_2
37777,152595,The Life of Guskou Budori (2012),5,Survival movie with a protagonist facing natural disasters.,18,pipeline_2
38069,153218,Dragon's Return (1967),6,Survival movie with a protagonist facing natural disasters.,18,pipeline_2
29075,132796,San Andreas (2015),7,Survival movie with a protagonist facing natural disasters.,18,pipeline_2
34301,144482,Circle (2015),8,Survival movie with a protagonist facing natural disasters.,18,pipeline_2
40438,158528,The Shallows (2016),9,Survival movie with a protagonist facing natural disasters.,18,pipeline_2
52953,184915,Daredevils of the Red Circle (1939),10,Survival movie with a protagonist facing natural disasters.,18,pipeline_2
1398,1438,Dante's Peak (1997),1,Survival movie with a protagonist facing natural disasters.,18,pipeline_3
84666,282607,Hamsters (2023),2,Survival movie with a protagonist facing natural disasters.,18,pipeline_3
58191,196021,The Quake (2018),3,Survival movie with a protagonist facing natural disasters.,18,pipeline_3
10804,45442,Poseidon (2006),4,Survival movie with a protagonist facing natural disasters.,18,pipeline_3
40438,158528,The Shallows (2016),5,Survival movie with a protagonist facing natural disasters.,18,pipeline_3
37777,152595,The Life of Guskou Budori (2012),6,Survival movie with a protagonist facing natural disasters.,18,pipeline_3
14379,74685,"Crazies, The (2010)",7,Survival movie with a protagonist facing natural disasters.,18,pipeline_3
29075,132796,San Andreas (2015),8,Survival movie with a protagonist facing natural disasters.,18,pipeline_3
1924,2013,"Poseidon Adventure, The (1972)",9,Survival movie with a protagonist facing natural disasters.,18,pipeline_3
